survey_id,site_name,site_country,latitude,longitude,region,date_start,date_end,transect,start_at,start_time,end_time,species,amount,stipes,distance,observer
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,1,06/04/2023,12:08 pm,12:13 pm,Sugar Kelp,4,,30.0,Carol Walter
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,2,06/04/2023,10:20 am,10:25 am,,,,,Carol Walter
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,3,06/04/2023,12:15 pm,12:25 pm,Sieve Kelp,18,,30.0,Carol Walter
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,4,06/04/2023,10:11 am,10:15 am,Sieve Kelp,37,,30.0,Michelle Halpin
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,5,06/04/2023,,,Sieve Kelp,51,,6.0,Kyra Anderson
0055f33a-9c05-408f-8a70-1ff68d526180,Goby Gardens,United States of America,47.631907,-122.94162,California,06/04/2023,06/04/2023,6,06/04/2023,10:35 am,10:40 am,Sieve Kelp,57,,7.0,Michelle Halpin
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:48 am,10:18 am,Bull Kelp,50,,19.5,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:48 am,10:18 am,Woody Kelp,28,,30.0,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:48 am,10:18 am,Torn Kelp,1,,30.0,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:48 am,10:18 am,Winged Kelp,17,,30.0,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:48 am,10:18 am,Five-Ribbed Kelp,50,,12.0,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:48 am,10:18 am,Sieve Kelp,6,,30.0,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:48 am,10:18 am,Sugar Kelp,35,,30.0,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,1,07/06/2025, 9:48 am,10:18 am,Acid Weed,50,,19.0,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025, 9:44 am,10:12 am,Bull Kelp,57,,12.1,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025, 9:44 am,10:12 am,Woody Kelp,52,,16.8,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025, 9:44 am,10:12 am,Torn Kelp,15,,30.0,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025, 9:44 am,10:12 am,Broad-Ribbed Kelp,62,,13.8,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025, 9:44 am,10:12 am,Five-Ribbed Kelp,53,,9.3,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025, 9:44 am,10:12 am,Sieve Kelp,2,,30.0,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025, 9:44 am,10:12 am,Acid Weed,51,,20.5,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,2,07/06/2025, 9:44 am,10:12 am,Sugar Kelp,51,,12.9,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,Bull Kelp,65,,16.1,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,Woody Kelp,54,,13.5,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,Torn Kelp,1,,30.0,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,Broad-Ribbed Kelp,53,,24.6,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,Five-Ribbed Kelp,66,,7.3,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,Sieve Kelp,2,,30.0,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,Sugar Kelp,53,,27.6,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,3,07/06/2025,,,Acid Weed,55,,5.1,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,06/07/2025,12:18 pm,12:39 pm,Bull Kelp,50,,17.3,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,06/07/2025,12:18 pm,12:39 pm,Woody Kelp,50,,15.0,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,06/07/2025,12:18 pm,12:39 pm,Five-Ribbed Kelp,21,,30.0,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,06/07/2025,12:18 pm,12:39 pm,Sieve Kelp,1,,30.0,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,06/07/2025,12:18 pm,12:39 pm,Sugar Kelp,50,,19.6,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,4,06/07/2025,12:18 pm,12:39 pm,Acid Weed,50,,8.7,Samuel Bishop
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:07 pm,12:28 pm,Bull Kelp,68,,6.1,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:07 pm,12:28 pm,Woody Kelp,61,,9.7,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:07 pm,12:28 pm,Broad-Ribbed Kelp,52,,7.9,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:07 pm,12:28 pm,Five-Ribbed Kelp,37,,30.0,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:07 pm,12:28 pm,Sugar Kelp,16,,30.0,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,5,07/06/2025,12:07 pm,12:28 pm,Acid Weed,54,,7.2,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:45 pm, 1:03 pm,Bull Kelp,87,,5.1,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:45 pm, 1:03 pm,Woody Kelp,57,,14.9,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:45 pm, 1:03 pm,Broad-Ribbed Kelp,53,,15.6,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:45 pm, 1:03 pm,Five-Ribbed Kelp,52,,13.1,Erica Bleke
036d683b-1c95-4794-9bec-e18c08af01dc,McCurdy Point,United States of America,48.138791,-122.844791,California,07/06/2025,08/01/2025,6,07/06/2025,12:45 pm, 1:03 pm,Acid Weed,57,,7.6,Erica Bleke
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:34 am, 9:41 am,Five-Ribbed Kelp,2,,30.0,Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:34 am, 9:41 am,Sugar Kelp,50,,16.1,Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,1,08/13/2023, 9:34 am, 9:41 am,Acid Weed,17,,30.0,Jackie  Selbitschka
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:36 am, 9:47 am,Sugar Kelp,8,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,2,08/13/2023, 9:36 am, 9:47 am,Acid Weed,3,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,3,08/13/2023,12:15 pm,12:25 pm,Acid Weed,4,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,3,08/13/2023,12:15 pm,12:25 pm,Sugar Kelp,16,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,4,08/13/2023,10:02 am,10:11 am,Sugar Kelp,15,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,4,08/13/2023,10:02 am,10:11 am,Five-Ribbed Kelp,2,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,4,08/13/2023,10:02 am,10:11 am,Acid Weed,5,,30.0,Tim McClure
03dfff10-f865-43bb-adb8-9497ea5b9ea5,Saltwater State Park,United States of America,47.373282,-122.327981,California,08/13/2023,08/18/2023,5,08/18/2023,12:52 pm, 1:03 pm,Sugar Kelp,52,,13.0,Jackie  Selbitschka
